,name,url,varietal,origin,rating_dict,avg_rating,rating_count,page,red,white,sparking,collectible,giftable,green,screwcap,boutique,price,price_bins,description
54,Pascual Toso Alta Cabernet Sauvignon 2014,/product/pascual-toso-alta-cabernet-sauvignon-2014/214446,Cabernet Sauvignon,Argentina,"{'WE': '94', 'JS': '92'}",4.2,8,4,1,0,0,0,0,0,0,0.0,46.99,20-50,"#66 Wine Enthusiast Top 100 of 2017
 prestigious wine which has been made with grapes from 60 year old vines. It presents notes of boysenberry and raspberry fruit, vanilla, spices and chocolate. It is a complex yet well balanced wine, elegant in structure with gentle tannins and a lingering finish. View More"
55,Seghesio Cortina Zinfandel 2015,/product/seghesio-cortina-zinfandel-2015/414755,Zinfandel,California,"{'WS': '94', 'RP': '93', 'JD': '93', 'WE': '93'}",4.4,18,4,1,0,0,0,0,1,0,0.0,39.99,20-50,"The core of this blend comes from our Chen's Vineyard planted in 1972 in Dry Creek Valley. This site is named after the gravelly loam soils prevalent up and down Dry Creek Valley. Due to the prevailing afternoon breezes in Dry Creek Valley, the flavor profile tends towards red fruit.
Bright aromas of dark cherry and black raspberry. Upfront fruit appeal supported with underpinnings of complexity and slight white pepper spice. Soft entry develops into warm, full mid-palate. Finish strikes ideal balance of tannins, fruit and acidity. View More"
56,Clos des Lunes Lune d'Argent 2016,/product/clos-des-lunes-lune-dargent-2016/202555,Bordeaux White Blends,France,"{'JS': '93', 'D': '92', 'WS': '90'}",4.1,9,4,0,1,0,0,0,0,0,0.0,19.99,<20,"Pale gold color with green hues. Lively citrus nose,  coated with sweet aromas of acacia and lime. Rich pulpy flesh of ripe Semillon.  Delicious mineral complexity. The acidity of Sauvignon provides a good tension. Balanced and fruity long finish. View More"
57,Chateau Siran 2015,/product/chateau-siran-2015/157844,Bordeaux Red Blends,France,"{'RP': '94', 'JS': '94', 'WE': '93', 'WS': '92', 'D': '90'}",4.2,18,4,1,0,0,0,0,0,0,0.0,37.99,20-50,"Blend: 55% Merlot, 38% Cabernet Sauvignon, 7% Petit Verdot View More"
58,Belasco de Baquedano Llama Malbec 2017,/product/belasco-de-baquedano-llama-malbec-2017/414247,Malbec,Argentina,{'JS': '91'},4.3,10,4,1,0,0,0,0,0,0,0.0,14.99,<20,"Modern wine with attractive dark cherry-red color with violet hues. The nose shows great intensity. Fruity aromas of cherries, blackberries and plums stand out against a background of fine toasty hints from ageing in top-quality oak. Warm, rounded and well-structured on the palate, with an explosion of fruit flavors underscored by light oaky notes. Pleasant, persistent aftertaste. View More"
59,Chateau Fombrauge 2015,/product/chateau-fombrauge-2015/157726,Bordeaux Red Blends,France,"{'WE': '95', 'JS': '94', 'RP': '92', 'WS': '92', 'D': '90'}",4.1,15,4,1,0,0,0,0,0,0,0.0,34.99,20-50,"Ruby red, with luster and clarity. Expressive nose of regular complexity, primary notes of red fruits, blackcurrants and cherry. Appealing, supple and light. The palate is characteristic of its balance: acidity and almost total absence of tannins enhance the impression of roundness. Attractive, elegant and fresh finish. View More"
60,J Vineyards Cuvee 20 Brut,/product/j-vineyards-cuvee-20-brut/27883,Non-Vintage Sparkling Wine,California,"{'D': '96', 'WE': '91'}",4.4,39,4,0,0,1,0,0,0,0,0.0,38.0,20-50,"55% Chardonnay, 43% Pinot Noir, 2% Pinot MeunierCelebrating twenty years of winemaking excellence, J Cuvée 20 proudly displays an exceptional, stylish assemblage from cool-climate vineyard sites in the Russian River Valley.This J non-vintage Brut gracefully opens up with crisp lemon peel, honeysuckle, and delicate yeast aromas. Upon entry, these notes follow through to a mix of Fuji apple and grapefruit interlaced with toast, caramel and almond flavors on the mid-palate. The acidity adds just enough liveliness and the citrus zest leads to a lingering, warm pear and lush finish. Demonstrating an illustrious combination of yesterday and today, its fresh exuberance showcases layers of depth and complexity. View More"
61,Jean-Luc Colombo Cotes du Rhone Les Abeilles 2016,/product/jean-luc-colombo-cotes-du-rhone-les-abeilles-2016/424224,Rhone Red Blends,France,{'WE': '90'},4.1,14,4,1,0,0,0,0,0,0,0.0,12.99,<20," #4 Wine Enthusiast Top 100 Best Buys of 2018Intense purple color, seductive aromas of red fruits, coriander and bay leaf. This is a fresh and silky wine, with notes of licorice and spice on the palate.A food-friendly wine which perfectly matches grilled lamb, pork and assorted cheeses. View More"
62,Catena Malbec 2016,/product/catena-malbec-2016/515007,Malbec,Argentina,"{'RP': '92', 'JS': '91', 'JD': '90'}",4.0,33,4,1,0,0,0,0,0,0,0.0,22.99,20-50,"The Catena Malbec presents a deep violet color with purple reflections. This microclimate blend of four unique vineyards offers intense aroma, soft texture and concentrated flavor. Deep aromas of ripe red and dark fruits are joined by delicate violet and lavender notes, with traces of vanilla and mocha. A rich, concentrated mouthfeel is highlighted by flavors of blueberries and blackberries with a touch of leather and cinnamon. The wine has well-integrated tannins, bright acidity and a flinty minerality that provides exceptional length to the finish.Pair with roast turkey, grilled steak, salmon, and pasta with red sauce. View More"
63,Feudo Maccari Saia 2015,/product/feudo-maccari-saia-2015/431024,Nero d'Avola,Italy,"{'JS': '94', 'RP': '91', 'WS': '90', 'W&S': '90'}",4.5,12,4,1,0,0,0,0,0,0,0.0,39.0,20-50,"Has lush, deep aromas and flavors of dark and sour red cherries, spearmint, spice and oak. Palate flavors are velvety, plush, and concentrated, balanced by fine acidity and ripe, sweet tannins, before a long finish.
A superb match for full-flavored meats and game, especially stews and roasts. View More"
64,Chateau La Cabanne 2015,/product/chateau-la-cabanne-2015/158525,Bordeaux Red Blends,France,"{'JS': '95', 'RP': '94', 'JD': '90'}",4.8,6,4,1,0,0,1,0,0,0,0.0,60.0,50-100,Blend: 95% Merlot and 5% Cabernet Franc View More
65,Trivento Malbec Reserve 2017,/product/trivento-malbec-reserve-2017/430671,Malbec,Argentina,{'D': '91'},4.0,25,4,1,0,0,0,0,0,0,0.0,11.99,<20, View More
66,Bodegas Alma Negra M Blend 2015,/product/bodegas-alma-negra-m-blend-2015/282035,Other Red Blends,Argentina,{'WS': '90'},5.0,6,4,1,0,0,0,0,0,0,0.0,19.99,<20,"Shows elegant notes of spice aromas, Violets and mature blueberries. The palate has a great body, powerful but balanced. The secrets of this blend incite enjoyment without revealing itself. Dense, dark and tasty, so intriguing, with aromas of black fruit, coffee and a wonderful earthy smell. On the palate, it flows smoothly with rounded tannins complete with echoes of ripe cooked fruit. View More"
67,Rodney Strong Estate Pinot Noir 2015,/product/rodney-strong-estate-pinot-noir-2015/433464,Pinot Noir,California,{'JS': '92'},4.0,50,4,1,0,0,0,0,1,0,0.0,25.0,20-50,"Pinot Noir has lovely aromas of red fruit, floral and earth. With a soft and silky texture, on the palate cherry, cranberry, and baking spice characteristics shine through with balance, acidity and a nice lingering finish. This medium bodied wine was aged for 15 months in small French oak barrels, which added a hint of toasty vanilla and spice complexity.  Enjoy with gruyere cheese and charcuterie, wild mushroom pizza or slow roasted pulled pork or cellar it for enjoyment for the next 2 to 4 years. View More"
68,Commanderie de la Bargemone Coteaux d'Aix en Provence Rose 2018,/product/commanderie-de-la-bargemone-coteaux-daix-en-provence-rose-2018/521266,Rosé,France,{'WE': '91'},4.7,5,4,0,0,0,0,0,0,0,0.0,21.0,20-50,"Pale cherry color, the rosé wine of Bargemone offers aromas of flowers and red berries, which make it harmonious and balanced. View More"
69,Saint Jean Du Barroux La Source Cotes du Ventoux 2015,/product/saint-jean-du-barroux-la-source-cotes-du-ventoux-2015/519833,Rhone Red Blends,France,{'JD': '93'},4.0,5,4,1,0,0,0,0,0,0,0.0,19.99,<20,"Provencal and mountainous, sunny yet cool, this superb terroir is thanks to key elements that give their names to the cuvees of Saint Jean du Barroux: La Source (spring), L'Argile (clay), La Pierre Noire (black stone) and La Montagne (mountain). View More"
70,Salcheto Vino Nobile di Montepulciano 2015,/product/salcheto-vino-nobile-di-montepulciano-2015/512517,Sangiovese,Italy,"{'WS': '94', 'WE': '94', 'RP': '91', 'D': '90'}",4.0,14,4,1,0,0,0,0,0,0,0.0,24.99,20-50,"A powerhouse wine, Salcheto's Vino Nobile di Montepulciano hits the palate with an exotic array of smoke, incense, scorched earth, iron and black fruit. This is far from an easygoing wine, so plan on cellaring the Vino Nobile for another few years. Ferrous, savory notes add complexity to the intense finish. View More"
71,Domaine de Chevalier 2014,/product/domaine-de-chevalier-2014/142764,Bordeaux Red Blends,France,"{'WE': '97', 'WW': '95', 'JS': '94', 'D': '94', 'JD': '94', 'RP': '93', 'WS': '92'}",4.4,12,4,1,0,0,1,0,0,0,0.0,69.99,50-100,"Blend: 65% Cabernet Sauvignon, 30% Merlot, 5% Petit Verdot View More"
72,Dry Creek Vineyard Cabernet Sauvignon 2016,/product/dry-creek-vineyard-cabernet-sauvignon-2016/512732,Cabernet Sauvignon,California,{'WW': '92'},4.4,7,4,1,0,0,0,0,0,0,0.0,28.99,20-50,"This impeccable Cabernet Sauvignon displays lively aromatics of black cherry, blackcurrant, and dried blueberry. Additional airing reveals nuances of dried Herbes de Provence, cola, leather, and black olive. The palate is full-bodied and rich with elegant flavors of black currant and dried cranberry with notes of cocoa powder, espresso, nutmeg, and cedar. The wine is fruit-forward and youthful, with fine tannins and a finish of black and white pepper. This Cabernet is very characteristic of a Dry Creek Valley Bordeaux-style wine. It offers intensity and richness and reflects the terroir beautifully.
Blend: 78% Cabernet Sauvignon, 10% Merlot, 5% Cabernet Franc, 5% Malbec, and 2% Petit Verdot.  View More"
73,Roger Sabon Chateauneuf-du-Pape Reserve 2016,/product/roger-sabon-chateauneuf-du-pape-reserve-2016/507364,Rhone Red Blends,France,"{'JD': '95', 'WS': '94'}",4.8,5,4,1,0,0,0,0,1,0,0.0,51.99,50-100,"Les Olivets represents a classically provençale style of Châteauneuf, redolent with dried herbs and bright red fruit while Prestige is dense, structured and darkly fruited. Between these two styles is Didier’s Reserve, a blend of Grenache with Syrah, Mourvèdre, Syrah and Cinsault from vines between 60 and 75 years old. While Olivets comes almost entirely from gravelly, red clay soils, the Reserve also includes fruit from limestone and sandy terroirs. It is aged in foudres and 600L French oak demi-muids. View More"
74,CVNE Imperial Gran Reserva Rioja 2011,/product/cvne-imperial-gran-reserva-rioja-2011/506180,Tempranillo,Spain,"{'WE': '97', 'V': '94', 'RP': '93', 'W&S': '93', 'WS': '92'}",4.6,6,5,1,0,0,0,0,0,0,0.0,88.0,50-100,"Imperial is one of the great wines of Spain. A classic Rioja born in the twenties. Imperial is only elaborated in excellent vintages in Rioja Alta.Intense garnet color with bluish notes on the meniscus. In the nose we discover a perfect aromatic balance where the fruits of the forest and licorice stand out along with the aromas from pine, cigar leaf and sweet spices. Through the palate it is marked by a soft tannin followed by a long and elegant finish, which leads us to a balsamic aftertaste leaving us the memory of a round and balanced wine able to be paired with cheeses, red meat, game and fatty fish, even to take simply with someone else. Blend: 85% Tempranillo, 10% Graciano, 5% Mazuelo View More"
75,Champalou Vouvray Brut Méthode Traditionnelle,/product/champalou-vouvray-brut-methode-traditionnelle/17263,Non-Vintage Sparkling Wine,France,{'WW': '92'},4.0,7,5,0,0,1,0,0,0,0,0.0,28.99,20-50," The grapes for the Vouvray Brut are picked at maturity, and early in the morning to best respect the quality of the fruit. The must is then fermented in stainless steel and the wine is raised on fine lees before bottling. A second natural fermentation takes place once the wine is in bottle that gives its effervescence. The bottles are aged sur lattes for two years before disgorgement. The Vouvray Brut ""Méthode Traditionnelle"" is a blending of three different vintages per cuvée. View More"
76,Michael David Winery Petite Petit 2016,/product/michael-david-winery-petite-petit-2016/509474,Petite Sirah,California,{'WE': '90'},4.1,64,5,1,0,0,0,0,0,0,0.0,17.99,<20,"Dark, delicious, and crave-worthy. Comprised of 85% Petite Sirah and 15% Petit Verdot, the 2016 vintage of Petite Petit not only delivers the goods, it also adorns an updated package. Crimson in color with aromas of candied raspberry and light oak, this wine exhibits flavors of tarte black cherry, cranberry and a hint of blueberry. Rich, weighty, and deeply satisfying! View More"
77,Chateau Guiraud Sauternes 2005,/product/chateau-guiraud-sauternes-2005/96769,Other Dessert,France,"{'WS': '97', 'JS': '97', 'WE': '95', 'W&S': '95', 'RP': '93', 'CG': '93'}",4.6,21,5,0,0,0,1,0,1,0,0.0,75.0,50-100,"#4 Wine Spectator Top 100 of 2008
 View More"
78,The Federalist Lodi Zinfandel 2016,/product/the-federalist-lodi-zinfandel-2016/506500,Zinfandel,California,{'WE': '90'},4.3,21,5,1,0,0,0,0,0,0,0.0,16.99,<20,"On the forefront of red fruit flavor stands a Zinfandel wrought in rich plum and blackberry spice with a finish so long and smooth, you might call it revolutionary. View More"
79,Ravenswood Teldeschi Vineyard Zinfandel 2014,/product/ravenswood-teldeschi-vineyard-zinfandel-2014/336278,Zinfandel,California,"{'TP': '95', 'WE': '90'}",4.0,39,5,1,0,0,0,0,0,0,0.0,39.0,20-50,"The 2014 Teldeschi Zinfandel has powerful aromas of black cherries, coffee, caramel, and vanilla as well as other sweet dark fruit scents, combine to create the classic character of a great Dry Creek Benchland Zinfandel. Rich flavors of sweet cherry liqueur, vanilla, and smoke lead to a ripe, dense, long, and bright fruit finish. Lorenzo Teldeschi returned from America to his family's Tuscan village of Casabasciana to procure a wife, only to enlist in the Italian army when World War I broke out. When Lorenzo went missing in action, his wife Eugenia and the townspeople grew resigned to the inevitable and staged a memorial. Imagine the scene in Casabasciana when, a few days after his ""funeral,"" Lorenzo Teldeschi came walking into town. A year later, he and his wife had their second son, Franco. The family eventually returned to California and Franco (who began calling himself Frank in America) planted his own vineyard and sold the grapes to Italian home winemakers in San Francisco. Sometime later, during the 1970s, a young winemaker came to their house in Dry Creek Valley and asked if he could buy grapes for his new winery, Ravenswood. He and Frank sat down under a tree and Frank opened a bottle of his homemade wine. Four hours later, Joel Peterson could hardly walk, but he had a deal for a few tons of Zinfandel. Today, Ravenswood is lucky enough to get the grapes from the entire vineyard. Blend: 75.7% Zinfandel, 12% 19.4% Petite Sirah, 14.9% Carignane View More"
